week_start,region_id,region_name,metric_name,lakehouse_value,bi_report_value,absolute_delta,severity_score,suspected_driver,recommended_audit
2026-01-26,REG06,Central Field Region 6,completed_orders,4371,4376.9,5.9,17.7,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-05,REG11,Southeast Field Region 11,completed_orders,6076,6068.43,7.57,17.7,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-16,REG02,Central Field Region 2,completed_orders,3360,3366.64,6.64,17.6,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-02,REG06,Central Field Region 6,completed_orders,4439,4433.22,5.78,17.6,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-05,REG08,Atlantic Field Region 8,completed_orders,3980,3971.85,8.15,17.6,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-30,REG11,Southeast Field Region 11,completed_orders,5698,5705.47,7.47,17.6,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-12,REG04,Atlantic Field Region 4,completed_orders,4058,4064.56,6.56,17.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-05-04,REG04,Atlantic Field Region 4,completed_orders,3854,3860.6,6.6,17.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-20,REG12,Atlantic Field Region 12,completed_orders,3482,3474.83,7.17,17.3,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-02,REG01,Mountain Field Region 1,completed_orders,5940,5946.59,6.59,17.2,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-23,REG02,Central Field Region 2,completed_orders,3393,3399.31,6.31,17.2,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-05,REG05,Mountain Field Region 5,completed_orders,4861,4867.41,6.41,17.2,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-02,REG06,Central Field Region 6,completed_orders,4424,4429.27,5.27,16.9,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-02,REG10,Central Field Region 10,completed_orders,3480,3486.32,6.32,16.8,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-06,REG08,Atlantic Field Region 8,completed_orders,3818,3810.49,7.51,16.7,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-04-06,REG03,Southeast Field Region 3,completed_orders,4043,4036.61,6.39,16.6,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-02,REG02,Central Field Region 2,completed_orders,3333,3338.79,5.79,16.5,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-13,REG08,Atlantic Field Region 8,completed_orders,3968,3975.3,7.3,16.5,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-16,REG05,Mountain Field Region 5,completed_orders,4765,4770.81,5.81,16.4,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-12,REG11,Southeast Field Region 11,completed_orders,6008,6014.54,6.54,16.4,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-16,REG10,Central Field Region 10,completed_orders,3430,3435.94,5.94,16.3,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-23,REG12,Atlantic Field Region 12,completed_orders,3455,3461.06,6.06,15.9,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-23,REG01,Mountain Field Region 1,completed_orders,6603,6608.33,5.33,15.5,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-23,REG06,Central Field Region 6,completed_orders,4477,4472.86,4.14,15.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-12,REG10,Central Field Region 10,completed_orders,3554,3559.22,5.22,15.4,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-09,REG06,Central Field Region 6,completed_orders,4144,4139.95,4.05,15.3,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-23,REG11,Southeast Field Region 11,completed_orders,5984,5989.62,5.62,15.2,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-27,REG05,Mountain Field Region 5,completed_orders,4961,4956.24,4.76,15.1,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-19,REG10,Central Field Region 10,completed_orders,3205,3199.97,5.03,15.1,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-26,REG01,Mountain Field Region 1,completed_orders,6359,6363.92,4.92,15.0,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-19,REG09,Mountain Field Region 9,completed_orders,6762,6756.56,5.44,15.0,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-23,REG09,Mountain Field Region 9,completed_orders,6622,6616.55,5.45,15.0,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-06,REG10,Central Field Region 10,completed_orders,3373,3368.08,4.92,15.0,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-06,REG01,Mountain Field Region 1,completed_orders,6399,6394.24,4.76,14.8,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-04-20,REG04,Atlantic Field Region 4,completed_orders,3902,3906.57,4.57,14.8,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-16,REG05,Mountain Field Region 5,completed_orders,4686,4690.56,4.56,14.8,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-20,REG05,Mountain Field Region 5,completed_orders,4903,4907.46,4.46,14.7,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-26,REG07,Southeast Field Region 7,completed_orders,4117,4123.23,6.23,14.7,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-20,REG09,Mountain Field Region 9,completed_orders,6668,6673.27,5.27,14.7,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-12,REG07,Southeast Field Region 7,completed_orders,4031,4037.18,6.18,14.6,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-05-04,REG09,Mountain Field Region 9,completed_orders,6816,6821.16,5.16,14.6,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-16,REG02,Central Field Region 2,completed_orders,3541,3536.76,4.24,14.5,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-02,REG05,Mountain Field Region 5,completed_orders,5058,5053.67,4.33,14.5,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-05-04,REG05,Mountain Field Region 5,completed_orders,5150,5154.2,4.2,14.4,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-02-16,REG06,Central Field Region 6,cost_per_work_order,145.13,148.75,3.62,14.4,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-16,REG09,Mountain Field Region 9,completed_orders,6303,6308.04,5.04,14.4,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-01-05,REG10,Central Field Region 10,completed_orders,3496,3491.55,4.45,14.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-09,REG10,Central Field Region 10,completed_orders,3406,3401.64,4.36,14.3,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-05-04,REG10,Central Field Region 10,completed_orders,3595,3590.63,4.37,14.3,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-26,REG11,Southeast Field Region 11,completed_orders,6119,6123.87,4.87,14.2,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-09,REG01,Mountain Field Region 1,completed_orders,6690,6685.76,4.24,14.1,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-20,REG07,Southeast Field Region 7,completed_orders,4135,4140.68,5.68,14.0,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-27,REG07,Southeast Field Region 7,completed_orders,3826,3831.67,5.67,14.0,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-16,REG03,Southeast Field Region 3,completed_orders,4079,4074.66,4.34,13.9,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-09,REG09,Mountain Field Region 9,completed_orders,6059,6054.47,4.53,13.8,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-01-05,REG06,Central Field Region 6,cost_per_work_order,143.28,146.27,2.99,13.6,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-19,REG11,Southeast Field Region 11,completed_orders,6104,6099.58,4.42,13.6,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-02,REG02,Central Field Region 2,cost_per_work_order,138.31,141.95,3.64,13.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-02,REG09,Mountain Field Region 9,completed_orders,6077,6072.78,4.22,13.4,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-12,REG06,Central Field Region 6,first_visit_fix_rate,66.89,69.2,2.31,13.3,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-23,REG08,Atlantic Field Region 8,completed_orders,3995,3990.1,4.9,13.3,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-30,REG09,Mountain Field Region 9,completed_orders,6829,6824.85,4.15,13.3,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-02,REG07,Southeast Field Region 7,completed_orders,4048,4042.91,5.09,13.2,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-01-19,REG08,Atlantic Field Region 8,completed_orders,4057,4052.24,4.76,13.2,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-04-27,REG04,Atlantic Field Region 4,cost_per_work_order,147.69,151.2,3.51,13.1,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-26,REG06,Central Field Region 6,cost_per_work_order,138.21,135.72,2.5,13.0,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-02-23,REG05,Mountain Field Region 5,cost_per_work_order,143.81,147.11,3.31,12.9,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-12,REG06,Central Field Region 6,cost_per_work_order,138.89,136.5,2.39,12.9,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-23,REG01,Mountain Field Region 1,cost_per_work_order,128.64,125.16,3.48,12.8,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-23,REG06,Central Field Region 6,first_visit_fix_rate,68.7,66.72,1.98,12.8,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-13,REG06,Central Field Region 6,cost_per_work_order,143.65,141.33,2.33,12.8,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-02-16,REG05,Mountain Field Region 5,cost_per_work_order,141.75,144.88,3.14,12.7,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-16,REG08,Atlantic Field Region 8,completed_orders,4203,4198.64,4.36,12.6,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-09,REG04,Atlantic Field Region 4,cost_per_work_order,154.14,157.2,3.06,12.5,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-05-04,REG10,Central Field Region 10,cost_per_work_order,141.87,145.11,3.24,12.5,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-16,REG06,Central Field Region 6,on_time_arrival_rate,83.35,85.34,1.99,12.4,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-02,REG06,Central Field Region 6,first_visit_fix_rate,67.1,68.78,1.68,12.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-13,REG06,Central Field Region 6,repeat_visit_rate,14.68,16.85,2.17,12.4,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-27,REG03,Southeast Field Region 3,cost_per_work_order,137.6,140.93,3.33,12.3,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-30,REG04,Atlantic Field Region 4,cost_per_work_order,149.3,146.52,2.78,12.2,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-30,REG06,Central Field Region 6,repeat_visit_rate,15.57,17.53,1.96,12.2,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-26,REG09,Mountain Field Region 9,cost_per_work_order,131.55,135.12,3.57,12.2,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-06,REG06,Central Field Region 6,on_time_arrival_rate,84.07,85.77,1.69,12.1,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-02,REG01,Mountain Field Region 1,cost_per_work_order,140.21,143.05,2.84,12.0,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-16,REG06,Central Field Region 6,first_visit_fix_rate,67.73,69.12,1.39,12.0,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-16,REG11,Southeast Field Region 11,cost_per_work_order,129.9,133.35,3.45,12.0,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-19,REG01,Mountain Field Region 1,cost_per_work_order,134.31,131.55,2.77,11.9,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-01-19,REG02,Central Field Region 2,cost_per_work_order,137.59,135.16,2.43,11.9,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-13,REG05,Mountain Field Region 5,cost_per_work_order,143.06,140.52,2.54,11.9,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-02,REG06,Central Field Region 6,repeat_visit_rate,14.68,13.03,1.66,11.9,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-02,REG06,Central Field Region 6,on_time_arrival_rate,84.15,82.64,1.51,11.9,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-23,REG10,Central Field Region 10,cost_per_work_order,139.27,136.52,2.75,11.9,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-05,REG02,Central Field Region 2,first_visit_fix_rate,74.46,72.5,1.96,11.8,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-16,REG02,Central Field Region 2,cost_per_work_order,138.27,140.61,2.34,11.8,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-02,REG04,Atlantic Field Region 4,repeat_visit_rate,15.52,18.22,2.7,11.8,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-20,REG06,Central Field Region 6,repeat_visit_rate,14.28,12.69,1.59,11.8,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-09,REG06,Central Field Region 6,on_time_arrival_rate,83.12,81.73,1.39,11.7,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-02,REG06,Central Field Region 6,technician_utilization,92.34,90.73,1.62,11.7,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-09,REG06,Central Field Region 6,on_time_arrival_rate,83.91,82.57,1.34,11.7,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-09,REG06,Central Field Region 6,cost_per_work_order,136.97,135.62,1.36,11.7,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-16,REG06,Central Field Region 6,technician_utilization,87.79,86.15,1.64,11.7,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-27,REG06,Central Field Region 6,first_visit_fix_rate,69.0,67.79,1.21,11.7,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-12,REG02,Central Field Region 2,on_time_arrival_rate,84.15,86.28,2.13,11.6,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-19,REG02,Central Field Region 2,repeat_visit_rate,13.73,16.05,2.32,11.6,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-02,REG02,Central Field Region 2,cost_per_work_order,139.14,137.01,2.13,11.6,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-09,REG02,Central Field Region 2,repeat_visit_rate,13.56,15.89,2.33,11.6,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-12,REG04,Atlantic Field Region 4,cost_per_work_order,145.07,147.33,2.27,11.6,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-06,REG04,Atlantic Field Region 4,first_visit_fix_rate,70.99,72.94,1.95,11.6,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-19,REG06,Central Field Region 6,first_visit_fix_rate,68.29,69.4,1.11,11.6,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-02,REG06,Central Field Region 6,technician_utilization,94.76,93.24,1.51,11.6,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-06,REG06,Central Field Region 6,repeat_visit_rate,14.59,13.22,1.37,11.6,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-05,REG11,Southeast Field Region 11,cost_per_work_order,129.95,133.0,3.05,11.6,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-05,REG01,Mountain Field Region 1,cost_per_work_order,139.53,141.92,2.39,11.5,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-02-16,REG01,Mountain Field Region 1,first_visit_fix_rate,67.52,69.62,2.1,11.5,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-23,REG02,Central Field Region 2,on_time_arrival_rate,86.52,88.55,2.03,11.5,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-13,REG02,Central Field Region 2,on_time_arrival_rate,86.04,88.1,2.06,11.5,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-20,REG04,Atlantic Field Region 4,first_visit_fix_rate,70.78,68.88,1.9,11.5,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-02-16,REG05,Mountain Field Region 5,on_time_arrival_rate,83.28,85.47,2.19,11.5,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-02,REG05,Mountain Field Region 5,cost_per_work_order,142.97,140.77,2.2,11.5,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-02,REG02,Central Field Region 2,first_visit_fix_rate,72.7,74.42,1.72,11.4,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-02-16,REG03,Southeast Field Region 3,cost_per_work_order,139.08,136.5,2.58,11.4,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-16,REG04,Atlantic Field Region 4,on_time_arrival_rate,81.3,79.16,2.15,11.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-13,REG05,Mountain Field Region 5,first_visit_fix_rate,77.23,75.44,1.79,11.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-27,REG05,Mountain Field Region 5,repeat_visit_rate,17.3,19.56,2.26,11.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-23,REG09,Mountain Field Region 9,cost_per_work_order,131.42,134.35,2.93,11.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-23,REG02,Central Field Region 2,first_visit_fix_rate,74.47,72.81,1.66,11.3,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-27,REG02,Central Field Region 2,repeat_visit_rate,13.73,15.8,2.07,11.3,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-06,REG04,Atlantic Field Region 4,cost_per_work_order,149.68,151.74,2.06,11.3,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-09,REG05,Mountain Field Region 5,first_visit_fix_rate,75.74,73.99,1.75,11.3,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-02,REG05,Mountain Field Region 5,repeat_visit_rate,15.57,17.72,2.15,11.3,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-02-09,REG06,Central Field Region 6,repeat_visit_rate,15.0,16.12,1.13,11.3,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-16,REG09,Mountain Field Region 9,cost_per_work_order,125.19,122.36,2.84,11.3,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-05,REG10,Central Field Region 10,first_visit_fix_rate,67.57,69.54,1.96,11.3,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-05,REG12,Atlantic Field Region 12,cost_per_work_order,139.38,136.61,2.77,11.3,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-23,REG01,Mountain Field Region 1,cost_per_work_order,142.81,140.59,2.22,11.2,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-02,REG02,Central Field Region 2,first_visit_fix_rate,72.98,71.39,1.59,11.2,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-04-13,REG02,Central Field Region 2,first_visit_fix_rate,75.29,73.74,1.55,11.2,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-19,REG04,Atlantic Field Region 4,repeat_visit_rate,16.28,14.12,2.15,11.2,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-20,REG05,Mountain Field Region 5,cost_per_work_order,141.4,143.3,1.9,11.2,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-16,REG06,Central Field Region 6,first_visit_fix_rate,66.56,65.74,0.83,11.2,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-16,REG06,Central Field Region 6,technician_utilization,91.09,92.23,1.15,11.2,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-20,REG07,Southeast Field Region 7,cost_per_work_order,126.57,130.44,3.87,11.2,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-20,REG09,Mountain Field Region 9,first_visit_fix_rate,75.65,73.29,2.36,11.2,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-12,REG10,Central Field Region 10,first_visit_fix_rate,69.18,71.0,1.82,11.2,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-30,REG11,Southeast Field Region 11,cost_per_work_order,128.21,125.46,2.76,11.2,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-04-06,REG12,Atlantic Field Region 12,first_visit_fix_rate,67.79,70.05,2.26,11.2,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-13,REG01,Mountain Field Region 1,cost_per_work_order,134.37,132.28,2.09,11.1,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-26,REG02,Central Field Region 2,first_visit_fix_rate,75.34,73.88,1.46,11.1,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-16,REG02,Central Field Region 2,on_time_arrival_rate,85.55,87.27,1.71,11.1,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-06,REG02,Central Field Region 2,on_time_arrival_rate,85.33,83.59,1.74,11.1,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-06,REG05,Mountain Field Region 5,first_visit_fix_rate,76.3,74.73,1.57,11.1,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-23,REG06,Central Field Region 6,on_time_arrival_rate,84.53,83.68,0.85,11.1,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-23,REG06,Central Field Region 6,repeat_visit_rate,13.8,14.79,0.99,11.1,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-30,REG06,Central Field Region 6,on_time_arrival_rate,86.34,87.2,0.86,11.1,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-20,REG09,Mountain Field Region 9,cost_per_work_order,129.12,126.44,2.67,11.1,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-06,REG10,Central Field Region 10,cost_per_work_order,135.15,133.1,2.05,11.1,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-23,REG11,Southeast Field Region 11,cost_per_work_order,128.4,125.75,2.64,11.1,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-09,REG01,Mountain Field Region 1,on_time_arrival_rate,84.49,86.54,2.05,11.0,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-02-16,REG01,Mountain Field Region 1,on_time_arrival_rate,86.43,84.42,2.01,11.0,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-27,REG02,Central Field Region 2,first_visit_fix_rate,72.78,74.19,1.41,11.0,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-27,REG03,Southeast Field Region 3,first_visit_fix_rate,76.15,78.09,1.94,11.0,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-23,REG06,Central Field Region 6,on_time_arrival_rate,83.81,84.63,0.83,11.0,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-06,REG08,Atlantic Field Region 8,cost_per_work_order,131.17,134.53,3.37,11.0,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-01-12,REG02,Central Field Region 2,first_visit_fix_rate,74.97,76.29,1.32,10.9,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-02,REG04,Atlantic Field Region 4,first_visit_fix_rate,70.5,69.04,1.45,10.9,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-27,REG04,Atlantic Field Region 4,on_time_arrival_rate,82.52,80.8,1.72,10.9,timezone boundary,Check service date conversion between local appointment time and UTC event time
